business_age_years,num_employees,gst_filing_rate,avg_monthly_revenue,revenue_growth_6m,cash_flow_volatility,upi_txn_volume_monthly,vendor_payment_delay_days,utility_payment_ontime_rate,bank_balance_avg,loan_amount,loan_tenure_months,interest_rate,previous_loans_count,previous_default_count,default,financial_health_score,loan_to_revenue_ratio,payment_behavior_score,is_mature_business,digital_adoption_score,revenue_stress,high_risk_loan,balance_to_loan_ratio,repeat_defaulter,monthly_emi_burden,industry_Construction,industry_Food,industry_Manufacturing,industry_Retail,industry_Services,industry_Technology,location_tier_Tier1,location_tier_Tier2,location_tier_Tier3
14,139,0.4251040904441282,3716731.316395227,0.5492406376871397,0.517004811531449,2228,64,0.524256605299484,1081250.929517157,2430798,48,15.223991271893098,2,0,1,0.5614,0.654,0.4066,1,0.9051,0,0,0.4448,0,0.0136,False,False,False,False,False,True,False,False,True
10,61,0.3576425470220504,3903460.304125372,0.5859415662220812,0.061006261121203,2262,65,0.6031161427916055,1496162.654259267,1186716,48,20.995106931452263,2,1,0,0.6536,0.304,0.4404,1,0.9069,0,0,1.2608,1,0.0063,True,False,False,False,False,False,False,False,True
16,38,0.9170717336294044,4164380.3822814017,-0.1650069794599621,0.7527776507459736,3585,86,0.4378949703266027,1428443.0072678518,2225605,12,20.10493056727504,3,2,0,0.5374,0.5344,0.2412,1,0.961,1,0,0.6418,1,0.0445,False,False,False,False,True,False,False,False,True
16,66,0.940694585238984,1598770.4173498675,0.2696990448287525,0.2282585128171251,2000,80,0.9240596038521254,1319638.2280330986,3898881,36,13.41356536134828,4,1,1,0.8118,2.4387,0.5176,1,0.8925,0,0,0.3385,1,0.0677,False,False,False,False,False,True,False,False,True
10,33,0.4934655417211296,3423952.62133313,0.4416317320471183,0.7051830918746711,638,51,0.9575796883194888,1808516.762132625,4641805,24,21.08725725338639,1,1,1,0.6148,1.3557,0.6955,1,0.7584,0,0,0.3896,1,0.0565,False,False,True,False,False,False,False,False,True
13,43,0.5641000070598678,1556053.7528783225,-0.1663197155855235,0.0642814226292355,505,84,0.7799818237798781,1223677.870827604,2436039,60,16.538399666982734,0,1,0,0.6374,1.5655,0.4233,1,0.731,1,0,0.5023,1,0.0261,False,False,False,False,True,False,False,False,True
6,159,0.7621315982485009,3708249.918117354,-0.2123193656790225,0.7667182846995675,1568,43,0.8586008877120676,38874.19861462413,2499887,36,18.22992091516772,4,1,0,0.5652,0.6741,0.6904,1,0.8639,1,0,0.0156,1,0.0187,True,False,False,False,False,False,False,False,True
12,112,0.5309510145897324,2341719.642471276,-0.3887889767527197,0.0707355215195365,4080,33,0.8011904064610936,1239947.032914157,518725,36,21.92572539433864,1,0,0,0.5971,0.2215,0.7173,1,0.9761,1,0,2.3904,0,0.0062,False,True,False,False,False,False,True,False,False
9,35,0.914011095789037,3007844.653909739,0.0119624569415258,0.2623036136652671,1179,72,0.6264125375739215,1228992.898883856,1987932,12,15.877895363303788,0,0,1,0.6988,0.6609,0.4132,1,0.8305,0,0,0.6182,0,0.0551,False,False,False,False,False,True,False,True,False
13,37,0.3753050918997039,2108407.908081316,0.4994374623947164,0.291450391261442,1603,80,0.7792254172325594,148575.96537582207,2645315,48,20.222035619569297,0,1,0,0.6351,1.2547,0.4452,1,0.8665,0,0,0.0562,1,0.0261,False,False,True,False,False,False,False,False,True
4,175,0.3265875546721366,851815.4883026303,0.5029796490563488,0.1917577742962337,2163,44,0.9017921025250676,861182.2110887625,1451945,60,18.23535406612819,2,1,0,0.6654,1.7045,0.7065,0,0.9017,0,0,0.5931,1,0.0284,False,False,False,True,False,False,False,True,False
11,100,0.4459403447199526,931246.17154655,-0.2722568724909837,0.482952376575832,3718,31,0.8859444461414603,1305681.561297072,876366,36,15.114546590112017,1,0,0,0.5235,0.9411,0.7708,1,0.9652,1,0,1.4899,0,0.0261,False,False,False,True,False,False,True,False,False
18,23,0.5002614447434783,433966.0909475658,-0.195647519471605,0.305319163655038,1989,4,0.4486345158500047,1411957.4511786231,2224758,36,20.730249678858264,4,0,0,0.4994,5.1266,0.7021,1,0.8918,1,1,0.6347,0,0.1424,False,False,False,False,True,False,False,True,False
11,164,0.3790486139022125,3109459.764622226,0.0080473309345335,0.943959178154531,524,77,0.6775605763258703,1787168.7542235476,4351307,24,10.1299663269884,4,1,1,0.4116,1.3994,0.411,1,0.7354,0,0,0.4107,1,0.0583,False,True,False,False,False,False,False,True,False
4,168,0.3459833005384527,4250760.069867644,0.3806245451637019,0.571971914028895,1922,88,0.63839287837435,1684348.1516126622,510107,60,17.508913368276296,3,1,1,0.5242,0.12,0.3303,0,0.8878,0,0,3.302,1,0.002,False,False,False,True,False,False,False,True,False
18,89,0.8289253994512586,153142.28999730066,0.2118514835317285,0.5598300425488164,1333,85,0.8512052474679188,241938.1005287556,3177747,60,9.21936673927306,1,0,1,0.6887,20.7503,0.4534,1,0.8449,0,1,0.0761,0,0.3458,False,False,False,False,True,False,False,False,True
1,15,0.4149935961315801,377885.5353373498,0.1138497435202163,0.2487826670958096,937,62,0.7008255637274701,1221481.0090084549,1952779,36,10.920621480197436,0,0,0,0.582,5.1676,0.506,0,0.8035,0,1,0.6255,0,0.1435,True,False,False,False,False,False,False,False,True
7,165,0.9397455393464128,2314461.611899406,0.1919318842226031,0.4178204948434202,1546,68,0.6098206651416518,1196998.0082813264,3983258,48,17.782541379872555,2,2,1,0.6991,1.721,0.4271,1,0.8622,0,0,0.3005,1,0.0359,False,False,False,False,True,False,False,False,True
6,132,0.5575997630136672,3701717.644032537,-0.3038003061977034,0.161580194924,412,53,0.8238098563559209,614458.3561784229,1986726,60,13.267903797291474,3,2,1,0.6042,0.5367,0.6175,1,0.7072,1,0,0.3093,1,0.0089,False,False,False,False,True,False,False,False,True
15,150,0.7694240668049417,830652.841324159,0.0776636422549069,0.7362763270253476,1536,37,0.6841471122015392,376370.3551746062,1288325,60,12.568362325568357,2,2,0,0.5821,1.551,0.6365,1,0.8615,0,0,0.2921,1,0.0258,False,False,False,False,True,False,False,True,False
18,22,0.4577814803381601,1394674.0317685097,0.5920632895391283,0.3480433215381291,628,8,0.553974416651785,407022.2313978637,2726925,24,23.315499727076528,0,2,0,0.6173,1.9552,0.7325,1,0.7566,0,0,0.1493,1,0.0815,False,False,True,False,False,False,False,True,False
11,78,0.4682259379443068,1198430.696344945,-0.3115538530609122,0.7267692500538893,2771,60,0.9342501535661354,363320.0603898455,4912320,24,14.17153715477598,0,1,1,0.4852,4.099,0.6338,1,0.9307,1,0,0.074,1,0.1708,False,False,False,False,True,False,False,True,False
15,145,0.7022964420073027,2025303.532422213,0.1192466776348863,0.3845263999365279,4652,20,0.467828708891831,1614464.7081058233,1962634,24,17.253492788499997,2,0,0,0.5952,0.9691,0.6228,1,0.9915,0,0,0.8226,0,0.0404,False,False,False,False,False,True,False,True,False
16,72,0.6924500476021902,1163743.4512369772,-0.1043507383426254,0.939881516103361,2832,35,0.410852624131292,305302.1708095957,4964254,48,16.780855954806967,3,1,0,0.4363,4.2658,0.511,1,0.9333,1,0,0.0615,1,0.0889,False,False,False,False,True,False,True,False,False
7,98,0.838110459608457,1795363.4587965277,0.1399132968619589,0.2040094600291596,4420,0,0.4863466195888236,536140.0349101928,2225677,48,9.461285558638744,0,2,0,0.6789,1.2397,0.7432,1,0.9855,0,0,0.2409,1,0.0258,False,False,True,False,False,False,False,True,False
10,90,0.8304693139859862,3656285.863376624,0.1738187600337466,0.0513715044949981,671,21,0.4981859520984065,443398.92499821086,1969972,60,18.9512739445878,4,2,0,0.7146,0.5388,0.6324,1,0.7643,0,0,0.2251,1,0.009,False,False,True,False,False,False,False,True,False
12,109,0.7694814352645627,3074495.779848236,0.1774728981194758,0.5853429872405471,632,86,0.7228253200285394,1428585.0964939732,3820529,48,16.449970454898516,4,1,1,0.635,1.2427,0.3836,1,0.7573,0,0,0.3739,1,0.0259,True,False,False,False,False,False,False,True,False
14,94,0.6143913961254437,451849.4416888798,0.4522087853108866,0.9076578800790542,3113,86,0.7749193003822226,325207.829840342,2117893,24,14.411965310373052,4,1,1,0.5756,4.6872,0.4097,1,0.9444,0,0,0.1536,1,0.1953,False,True,False,False,False,False,False,False,True
5,80,0.923448270396432,3206841.0479163025,-0.0102525853263391,0.6323486494153814,3281,14,0.6691666804352795,57889.25569087292,3244794,48,9.523260649027035,3,0,0,0.6329,1.0118,0.7568,1,0.9506,0,0,0.0178,0,0.0211,False,False,False,True,False,False,False,True,False
18,94,0.7358049431549091,2411531.9992181067,0.1163541626664959,0.1271511704733628,1789,45,0.5225027471673855,754708.5896172818,4530372,60,13.041716767294076,3,2,0,0.6673,1.8786,0.5113,1,0.8794,0,0,0.1666,1,0.0313,False,False,False,True,False,False,True,False,False
5,80,0.99313894332365,4676099.594800337,-0.3890716010322514,0.5364323442196028,1138,64,0.4793145392763551,617137.5796904635,4549328,36,22.20347832499299,1,2,1,0.5782,0.9729,0.3841,1,0.8263,1,0,0.1357,1,0.027,False,False,False,False,True,False,False,True,False
3,38,0.8735588725540511,1482056.3696650637,0.3895506015797667,0.8685382425239546,1514,5,0.695291181474236,801432.3628619441,1082557,12,11.192526286265773,1,1,1,0.6359,0.7304,0.8199,0,0.8598,0,0,0.7403,1,0.0609,True,False,False,False,False,False,False,True,False
5,152,0.3310168678668283,3644523.777510842,-0.1405122926241471,0.0558554610920114,3394,39,0.7392898525718872,1510093.320835618,3408541,48,11.899671416150124,4,0,0,0.5649,0.9353,0.653,1,0.9545,1,0,0.443,0,0.0195,False,False,False,False,True,False,False,True,False
17,134,0.5244157349562224,3667761.074070621,0.4165550240405163,0.2002209915540189,1863,34,0.5823768230220845,34610.14870137196,4001877,36,11.682057481581456,2,1,0,0.6462,1.0911,0.6023,1,0.8841,0,0,0.0086,1,0.0303,False,False,False,True,False,False,True,False,False
19,196,0.7003130015296661,1146428.8659954774,-0.1343613336196828,0.7831054004923547,1620,80,0.5322639684045845,85038.12745774207,4062911,60,22.30747469848092,2,1,0,0.4898,3.544,0.3217,1,0.8677,1,0,0.0209,1,0.0591,False,False,True,False,False,False,False,True,False
19,134,0.805028676510041,4520956.943606134,-0.3892115037375078,0.8545163959197345,3858,60,0.4483556361084563,518732.8174129575,3343645,36,19.349929982134064,4,1,0,0.4519,0.7396,0.3908,1,0.9696,1,0,0.1551,1,0.0205,False,True,False,False,False,False,False,False,True
12,26,0.685235548433359,2481356.8421265357,-0.2451686818065532,0.6864445587814438,4710,22,0.4157466921953396,1779524.8876968538,3744510,36,22.168567477349438,1,2,1,0.4647,1.5091,0.5857,1,0.993,1,0,0.4752,1,0.0419,True,False,False,False,False,False,False,True,False
9,101,0.8502912957235271,3410472.666102047,0.5856829025721679,0.9424041472758388,4579,19,0.4634418585017079,346458.25618954987,4983966,36,22.663070748090917,3,0,0,0.5971,1.4614,0.6262,1,0.9897,0,0,0.0695,0,0.0406,False,False,True,False,False,False,False,False,True
1,169,0.4978589569301412,771985.0164733474,-0.0801987540520114,0.1311943366279123,4688,27,0.8452476473703643,1994105.5339953972,366726,24,22.88349679497829,2,1,0,0.6301,0.475,0.7726,0,0.9924,0,0,5.4376,1,0.0198,False,True,False,False,False,False,False,False,True
18,75,0.4287384358629775,1326129.3891102478,-0.2911760979872528,0.5411088642529043,3870,36,0.6064111900923337,1613328.2064820202,3400057,48,16.02859199892769,3,1,1,0.448,2.5639,0.6032,1,0.9699,1,0,0.4745,1,0.0534,True,False,False,False,False,False,True,False,False
4,38,0.337741678652839,2951230.233789253,-0.2812411963742495,0.6664952503828275,4693,81,0.4164513492411413,917711.7407271334,4174205,36,15.881469691407723,4,0,1,0.3591,1.4144,0.2582,0,0.9926,1,0,0.2199,0,0.0393,True,False,False,False,False,False,False,False,True
10,83,0.7013196212000654,1629184.97844808,-0.0896572859427762,0.682380248332179,2416,6,0.7048991631126067,1498245.8680447272,2849736,60,21.348304023979885,3,2,1,0.5515,1.7492,0.8191,1,0.9146,0,0,0.5257,1,0.0292,False,False,False,True,False,False,False,True,False
7,171,0.7820196644728465,2523479.9469263186,-0.362354958883237,0.7641361538097644,313,48,0.7216403601331751,1042442.098624456,3969183,12,13.64486344935569,2,1,1,0.5218,1.5729,0.5942,1,0.675,1,0,0.2626,1,0.1311,False,False,True,False,False,False,True,False,False
1,181,0.5283048019835531,1901325.7368977815,0.1114885881219537,0.8758634405894448,4367,83,0.657213267767436,1136324.6066333198,2829972,12,8.844272507558816,1,1,1,0.4815,1.4884,0.3675,0,0.9841,0,0,0.4015,1,0.124,True,False,False,False,False,False,False,True,False
17,143,0.7295089293991136,3220741.293388037,-0.1862590845106798,0.3754773010554031,1837,23,0.4664096872212915,1165735.7664185134,2426452,12,13.638989613737468,2,2,1,0.5591,0.7534,0.6054,1,0.8825,1,0,0.4804,1,0.0628,False,False,False,False,False,True,False,False,True
2,56,0.3365100615973304,2461369.545765004,0.1193106413968722,0.0886670535268722,4786,79,0.8529804385635782,1300953.8205986065,4683078,24,19.603430121282837,0,2,1,0.6217,1.9026,0.4876,0,0.9949,0,0,0.2778,1,0.0793,True,False,False,False,False,False,True,False,False
11,105,0.3695053424077625,72819.18306718243,-0.2592357813007798,0.3761977230328624,2312,12,0.8134489529419715,130920.73816087382,3758976,48,10.416017799987074,3,2,0,0.5094,51.6207,0.8401,1,0.9095,1,1,0.0348,1,1.0754,False,True,False,False,False,False,False,False,True
9,184,0.7912283405809488,3265920.147829651,0.0298572290174923,0.6544532870485114,2005,6,0.636837482962953,1236831.2288233363,1675561,12,20.66410329743309,3,1,0,0.5883,0.513,0.7851,1,0.8927,0,0,0.7382,1,0.0428,False,False,False,True,False,False,False,False,True
7,31,0.5576487936521091,2139501.7073984,0.1979168584012445,0.2421104786002791,671,14,0.6284892140488408,1436727.6778984363,4211569,24,21.13985192041686,3,2,1,0.6243,1.9685,0.7365,1,0.7643,0,0,0.3411,1,0.082,False,False,False,False,True,False,False,False,True
17,185,0.7699338217721039,1741406.7854266032,-0.338000061661892,0.7789756564028394,1689,86,0.4935610689675659,628339.0387230586,3347215,60,10.06414167353231,4,1,1,0.4732,1.9221,0.269,1,0.8726,1,0,0.1877,1,0.032,False,False,False,True,False,False,False,True,False
17,179,0.8822047841959426,516026.4238019566,-0.0012506907489414,0.2477880119505477,3081,22,0.8521296082526497,1957371.8726419804,1132931,60,10.016508939966194,4,2,1,0.7353,2.1955,0.8038,1,0.9432,0,0,1.7277,1,0.0366,False,False,False,False,True,False,False,False,True
2,152,0.8968357062332817,1140829.9683041328,-0.0974761790103122,0.059057062142156,450,68,0.7597443426038597,297445.72116277425,1451400,24,11.581588271260731,2,1,0,0.7446,1.2722,0.5021,0,0.7175,0,0,0.2049,1,0.053,False,False,True,False,False,False,False,True,False
6,58,0.4205173518251156,1157672.8433252245,-0.159640183511366,0.5072726968012213,4388,59,0.4514760673077674,1821780.6198314908,4866026,48,14.02403559544008,1,2,1,0.441,4.2033,0.398,1,0.9847,1,0,0.3744,1,0.0876,False,False,True,False,False,False,True,False,False
14,73,0.6403999006459425,4680079.022053408,0.2045346260844964,0.703815414263258,1086,9,0.6268380750621481,1356134.321811976,844132,60,16.757370313247637,0,1,1,0.5574,0.1804,0.7634,1,0.8208,0,0,1.6065,1,0.003,True,False,False,False,False,False,False,False,True
6,132,0.8137487065427405,2190939.224995407,0.1885419857654072,0.3646898064831506,3148,50,0.9421365655411016,1331985.8115955798,761954,48,16.025900969838666,1,0,0,0.7379,0.3478,0.6933,1,0.9457,0,0,1.7481,0,0.0072,False,False,False,False,False,True,False,False,True
2,10,0.8417864173868372,258225.94371509168,0.2306998066776935,0.7240062195831081,4894,63,0.6714247609937358,1753285.0932401342,2883596,24,21.724111551476824,1,2,1,0.6266,11.1669,0.4857,0,0.9975,0,1,0.608,1,0.4653,False,False,True,False,False,False,False,True,False
1,191,0.8492731865102143,737142.5771044384,-0.2411173295674786,0.4445639007089073,3756,70,0.5949564995803464,1665141.130488273,4138844,60,10.704595799689937,0,2,0,0.5987,5.6147,0.4086,0,0.9664,1,1,0.4023,1,0.0936,True,False,False,False,False,False,False,True,False
10,73,0.4597171340664091,441211.7448779147,-0.1142907551376722,0.2045431555760619,4875,55,0.7862704452691569,697414.5202759029,349980,60,19.312377194077825,4,0,0,0.5871,0.7932,0.5876,1,0.997,1,0,1.9927,0,0.0132,False,False,False,True,False,False,True,False,False
5,15,0.4347743724066413,2964903.481525696,-0.1903212220049213,0.1315025544190594,4377,31,0.521783426610435,1413685.9066082656,1330614,36,17.00774207088515,3,1,1,0.5299,0.4488,0.5887,1,0.9844,1,0,1.0624,1,0.0125,False,False,True,False,False,False,False,True,False
2,98,0.7130087277915871,973776.3832557924,0.1405036049978418,0.6895284484166126,1550,22,0.7142820389243076,110699.13954698687,2280011,60,19.92078475901444,4,0,0,0.5899,2.3414,0.7349,0,0.8625,0,0,0.0486,0,0.039,False,False,False,True,False,False,False,True,False
16,63,0.8187600584167538,2517860.319394791,0.0610656892096163,0.3971433088425899,3650,53,0.8017136521381873,933396.6801293612,2979974,12,13.80016961585111,3,0,1,0.6857,1.1835,0.6064,1,0.9631,0,0,0.3132,0,0.0986,False,False,False,True,False,False,False,True,False
2,19,0.5233976608739352,1881807.211206379,-0.0697062624072499,0.8714963911313932,4836,72,0.9129270495850468,1876176.748841386,2613546,36,15.806384245282109,3,1,1,0.5048,1.3888,0.5565,0,0.9961,0,0,0.7179,1,0.0386,False,False,False,False,False,True,False,True,False
10,113,0.3732936098036951,4029188.066863787,0.3860148088684331,0.5362295527165547,3212,84,0.8155025816667221,555438.0011246317,3616190,24,8.943191332384046,4,2,1,0.5757,0.8975,0.4411,1,0.9481,0,0,0.1536,1,0.0374,False,False,True,False,False,False,False,False,True
2,63,0.8017224680370543,1636423.7044635434,-0.3060262555916172,0.3635891763986323,2788,69,0.6306458783011386,109441.87024037792,2315222,12,10.299641590693184,1,2,1,0.598,1.4148,0.432,0,0.9314,1,0,0.0473,1,0.1179,False,False,False,True,False,False,False,True,False
16,116,0.5097884819660031,2318414.1378642013,0.5748966887556421,0.3640918342907507,118,89,0.8606801040089866,1170060.5339634167,1536818,12,14.312431985408391,3,2,1,0.6885,0.6629,0.4359,1,0.5611,0,0,0.7614,1,0.0552,False,False,False,False,False,True,False,False,True
16,184,0.4164539070182053,3620363.4655592376,-0.2834559221846813,0.1682940780073842,776,83,0.9390399568425052,716648.5285022566,3884031,48,15.95944848728438,4,0,0,0.5866,1.0728,0.5084,1,0.7814,1,0,0.1845,0,0.0224,False,False,False,False,False,True,False,False,True
19,21,0.4034064698779921,2195088.474306665,0.3730708125683694,0.584410238230241,1017,60,0.6866581747959637,765570.105497421,4483527,36,9.829076842496852,1,1,0,0.5474,2.0425,0.51,1,0.8131,0,0,0.1708,1,0.0567,False,False,True,False,False,False,False,True,False
7,162,0.5204366832687014,3976416.903265286,-0.0317698108391681,0.5739504218692899,3688,78,0.4027004712899694,1169089.802243062,1570821,48,21.28731786147324,0,2,1,0.4671,0.395,0.268,1,0.9643,0,0,0.7443,1,0.0082,False,False,False,False,False,True,True,False,False
12,145,0.7148746461396218,3325337.563371491,0.4652622291318056,0.7699943227428441,3255,19,0.9285508155711064,1246962.228102957,403376,36,23.16381161617052,3,1,1,0.666,0.1213,0.8587,1,0.9496,0,0,3.0913,1,0.0034,False,False,True,False,False,False,True,False,False
15,146,0.5508815670856716,2082119.114036244,-0.3258300512158379,0.2310772662203684,1257,52,0.4992651949652505,880270.7115081695,2983505,36,17.74416090662233,1,0,0,0.52,1.4329,0.4607,1,0.838,1,0,0.295,0,0.0398,False,False,True,False,False,False,False,False,True
8,81,0.3144632961154021,2544710.532147495,-0.0252782898076622,0.3117106782282446,3107,14,0.475795302988224,1020022.9919570728,461483,12,9.327729778859062,3,2,1,0.4734,0.1813,0.6601,1,0.9442,0,0,2.2103,1,0.0151,False,False,False,False,True,False,True,False,False
6,66,0.3678359042744677,4837657.106418857,-0.0645565934997637,0.1375141721860235,4208,28,0.5846071394440189,1986578.9559241529,678702,60,19.951806475686077,1,0,0,0.5401,0.1403,0.6367,1,0.9798,0,0,2.927,0,0.0023,False,False,False,True,False,False,False,True,False
10,179,0.5033522730390334,3324976.907716542,0.5931570382255353,0.315807982042016,4382,69,0.6279902472344567,1914724.4364887644,4851359,48,11.86603754042797,0,1,1,0.6524,1.4591,0.4307,1,0.9845,0,0,0.3947,1,0.0304,False,True,False,False,False,False,True,False,False
3,65,0.7617931375029643,4529726.368563008,0.5855489948896255,0.4352919041789606,2673,79,0.8796260189119912,1417560.9733283652,806665,48,19.871601227592823,3,2,1,0.7552,0.1781,0.5009,0,0.9265,0,0,1.7573,1,0.0037,False,False,True,False,False,False,True,False,False
19,43,0.3689605514279737,934854.5921817686,-0.210196041333612,0.9176255653585852,2581,64,0.6335100310678772,331344.25860857515,871784,12,15.232363234579012,4,2,1,0.3723,0.9325,0.4612,1,0.9224,1,0,0.3801,1,0.0777,False,False,False,True,False,False,False,True,False
17,57,0.6924597974504773,2442018.973413502,0.2299469606983388,0.637759402587422,4095,61,0.42929269981251,726320.567135193,1211643,60,9.328113171794378,1,2,0,0.5505,0.4962,0.3758,1,0.9766,0,0,0.5995,1,0.0083,False,False,False,False,False,True,False,False,True
7,138,0.3839201095768029,4547875.265733001,0.1355194199109402,0.7545865368012759,1432,69,0.7815770079943671,1767345.5659327833,3585931,36,12.820608556920494,0,2,1,0.4909,0.7885,0.5075,1,0.8533,0,0,0.4929,1,0.0219,True,False,False,False,False,False,False,True,False
4,37,0.448130729144567,1646929.7041350172,-0.2456265087592613,0.3429588966984411,3246,15,0.802732614058005,852896.173196578,1330232,36,15.118964381926284,3,0,1,0.5395,0.8077,0.818,0,0.9493,1,0,0.6412,0,0.0224,False,False,True,False,False,False,False,False,True
14,176,0.4205319692890339,4839937.780824783,-0.2322202938955769,0.1800615315272868,882,53,0.8885325524992622,1911181.622258804,2329607,60,19.911880295473512,0,0,0,0.583,0.4813,0.6498,1,0.7964,1,0,0.8204,0,0.008,False,False,False,False,False,True,False,False,True
15,120,0.3470600448995673,530533.5778446044,0.5892517284795546,0.2810479477219968,1203,6,0.639319648396679,981720.548685467,3801992,36,10.562573868365469,0,1,0,0.6142,7.1664,0.7863,1,0.8328,0,1,0.2582,1,0.1991,False,False,False,False,False,True,True,False,False
8,69,0.7699308721706131,4518222.292861433,0.0527299936209326,0.2808209218993889,458,59,0.4516426457246063,1724920.5770682022,939294,48,12.948525998584008,3,2,1,0.6231,0.2079,0.398,1,0.7196,0,0,1.8364,1,0.0043,False,False,False,False,False,True,False,True,False
15,56,0.624382483170224,2253800.0042260005,-0.2741987079999265,0.5748037954640844,4609,9,0.7318373666167316,80404.01006071601,4350724,48,9.794827854009798,3,1,0,0.5276,1.9304,0.8159,1,0.9904,1,0,0.0185,1,0.0402,False,False,False,False,False,True,False,False,True
14,119,0.8817374086281367,415033.6174487453,-0.1852099612607457,0.3573240192095258,1268,52,0.472598429546504,873985.752637622,983432,48,18.045008313526857,1,0,1,0.6098,2.3695,0.4474,1,0.839,1,0,0.8887,0,0.0494,False,False,False,False,False,True,False,False,True
9,164,0.3692235879876218,4403631.883301132,-0.1316519327514503,0.8216589778999509,2148,7,0.4102451938145859,1403521.0829908212,2141942,12,15.851208233380866,4,1,1,0.3587,0.4864,0.6662,1,0.9008,1,0,0.6553,1,0.0405,False,False,True,False,False,False,False,True,False
8,159,0.4013130533366505,1297104.0514251117,0.1109172633186192,0.9396900673128482,3590,84,0.8671500831108073,1728493.419363053,4729227,36,22.899576653282097,0,0,0,0.4725,3.646,0.4669,1,0.9611,0,0,0.3655,0,0.1013,False,True,False,False,False,False,False,False,True
17,55,0.5145204119453154,160138.12120136476,-0.0644518704936907,0.3589685647371036,4191,89,0.6420463602030304,1223169.4567142434,1807115,12,19.978571549187944,3,2,1,0.5513,11.2847,0.3266,1,0.9793,0,1,0.6769,1,0.9404,False,False,False,False,True,False,True,False,False
2,38,0.8361061908571656,722245.1725675018,0.0550117858899209,0.6845542463183096,4333,36,0.7150031032374616,354791.4316228265,3576104,36,20.557254119694893,0,1,1,0.6152,4.9514,0.6575,0,0.9832,0,0,0.0992,1,0.1375,False,False,False,False,False,True,True,False,False
3,15,0.5140311762089891,3312617.97240382,-0.2335004488986373,0.6417379237283319,4759,81,0.7977095216611204,1772730.3888128484,1198104,48,11.048084918029636,1,2,1,0.5004,0.3617,0.4489,0,0.9942,1,0,1.4796,1,0.0075,False,False,False,False,False,True,False,True,False
8,144,0.5858930952490848,4890166.871234064,-0.0732713094124938,0.2250162389590533,3063,3,0.640616600026743,1153878.1937211747,3032488,48,12.632649067946694,1,0,1,0.5979,0.6201,0.8036,1,0.9425,0,0,0.3805,0,0.0129,False,False,False,False,True,False,False,True,False
12,77,0.5111224964080152,601737.5909384082,-0.329683407282246,0.8762077353385705,2861,83,0.4306789554864375,224956.18168391552,4630562,60,16.45366292248211,1,1,1,0.3648,7.6953,0.2542,1,0.9345,1,1,0.0486,1,0.1283,False,False,True,False,False,False,True,False,False
1,53,0.3561570042607209,2336642.838217572,0.4897102734758487,0.229498328469561,916,82,0.5516461946247764,933055.0870057708,4668908,36,8.70900976370234,4,1,1,0.5947,1.9981,0.3203,0,0.8008,0,0,0.1998,1,0.0555,False,False,False,True,False,False,False,True,False
10,184,0.9576035360273312,944150.927190286,-0.2012475228314217,0.7132614185027288,2776,22,0.5166047148027673,1400897.3531173286,1963742,24,21.986986225839303,2,2,1,0.5678,2.0799,0.6361,1,0.9309,1,0,0.7134,1,0.0867,True,False,False,False,False,False,True,False,False
3,7,0.6839772944498321,3737930.843802881,0.3569001354287388,0.3628486780468811,1472,8,0.9864364124945592,907521.3351695949,1709681,12,20.55497592090469,2,2,1,0.7334,0.4574,0.9488,0,0.8565,0,0,0.5308,1,0.0381,True,False,False,False,False,False,False,True,False
6,185,0.8514832317298477,634391.5538209801,-0.050448211796654,0.3803734103080741,445,37,0.843703272415276,1742872.3134564632,1429526,48,9.398065120525846,2,2,0,0.6905,2.2534,0.7163,1,0.7162,0,0,1.2192,1,0.0469,False,False,False,True,False,False,False,False,True
7,55,0.7608499645297071,1237216.6549804034,0.0743973189397932,0.4599041476000642,1000,44,0.6709299989579156,853151.685975936,3411853,60,21.660025635583224,4,1,1,0.6316,2.7577,0.591,1,0.8111,0,0,0.2501,1,0.046,False,False,True,False,False,False,False,False,True
18,52,0.6599779953433825,1022209.5398629032,-0.1087389605387731,0.8280571802496256,2116,44,0.4380204378745086,1171070.8521709903,1475068,60,8.56956577968145,4,0,1,0.4537,1.443,0.4746,1,0.8991,1,0,0.7939,0,0.0241,True,False,False,False,False,False,False,True,False
11,4,0.362774779661566,2784972.912816541,0.2964412711073698,0.1762267473600909,4105,17,0.4695103134869623,430229.1676437869,4464534,48,10.270399437341911,0,2,1,0.562,1.6031,0.6403,1,0.9768,0,0,0.0964,1,0.0334,False,False,False,False,True,False,False,True,False
19,43,0.749913481689213,4372261.25540313,0.4445464192747074,0.0991126200512785,3734,45,0.8877397415628488,1030245.836589772,4917957,36,9.358150570844195,0,2,0,0.7994,1.1248,0.6939,1,0.9657,0,0,0.2095,1,0.0312,False,False,False,True,False,False,False,True,False
5,40,0.4087592491557825,2579896.495724272,-0.1137298152604119,0.4118367370224032,3473,1,0.9672694563022004,453486.0467661307,3171219,60,15.926978943530964,1,0,0,0.5667,1.2292,0.9781,1,0.9572,1,0,0.143,0,0.0205,False,True,False,False,False,False,True,False,False
19,121,0.5900682185493936,338305.0912187827,-0.1577823563364075,0.1000265892278792,4717,47,0.4188101106851971,458122.4244194235,4286630,36,20.652771588742866,4,1,0,0.5671,12.6709,0.4483,1,0.9932,1,1,0.1069,1,0.352,False,False,True,False,False,False,False,True,False
